Using two part PSO Sample Size:5000 with:6 moments.
Using Times:0.5   2  10  20  30
Bounds for Uniform Distribution (0,1)
Blind PSO --> nParts:25 Nsteps:50
Targeted PSO --> nParts:10 Nsteps:1000
sdbeta:0.1
Reading in data!
Using starting row of data:0 and 5000 data pts!
first row X0:260.559 2143.24 4.86708 4.95832 65.2493 4.94309
final row X0:123.826 1849.08 5.06107  6.0168   161.9  5.1619



using truk: 0.1  0.1 0.95 0.17 0.05 0.18
rate:          0           0        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.02        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.04        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.06        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.08        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0         0.1        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.12        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.14        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.16        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.18        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0         0.2        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.22        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.24        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.26        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.28        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0         0.3        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.32        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.34        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.36        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.38        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0         0.4        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.42        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.44        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.46        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.48        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0         0.5        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.52        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.54        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.56        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.58        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0         0.6        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.62        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.64        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.66        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.68        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0         0.7        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.72        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.74        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.76        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.78        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0         0.8        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.82        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.84        0.95        0.17        0.05        0.18 1.82188e+07
rate:          0        0.86        0.95        0.17        0.05        0.18 1.82188e+07
